;Wahlberechtigte;Wähler;Ungültige;Gültige;CDU;SPD;DIE LINKE;GRÜNE;CSU;FDP;AfD;PIRATEN;NPD;FREIE WÄHLER;Tierschutzpartei;ÖDP;Die PARTEI;BP;Volksabstimmung;PDV;MLPD;BüSo;SGP;DIE RECHTE;Tierschutzallianz;B*;DKP;Die Grauen;du.;MG;MENSCHLICHE WELT;Gesundheitsforschung;V-Partei³;Bündnis C;DIE EINHEIT;DIE VIOLETTEN;FAMILIE;DIE FRAUEN;MIETERPARTEI;Neue Liberale;UNABHÄNGIGE;Übrige;Ungültige;Gültige;CDU;SPD;DIE LINKE;GRÜNE;CSU;FDP;AfD;PIRATEN;NPD;FREIE WÄHLER;Tierschutzpartei;ÖDP;Die PARTEI;BP;Volksabstimmung;PDV;MLPD;BüSo;SGP;DIE RECHTE;AD-DEMOKRATEN;Tierschutzallianz;B*;BGE;DiB;DKP;DM;Die Grauen;du.;MG;MENSCHLICHE WELT;Die Humanisten;Gesundheitsforschung;V-Partei³
;nan;nan;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen
Waldeck-Frankenberg, Landkreis;124064,0;93044,0;1379,0;91665,0;34076,0;26526,0;5341,0;5583,0;0,0;8047,0;10806,0;0,0;0,0;1256,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;30,0;1388,0;91656,0;30300,0;24415,0;6142,0;6247,0;0,0;9970,0;11399,0;328,0;333,0;850,0;732,0;98,0;510,0;0,0;0,0;0,0;19,0;10,0;0,0;0,0;0,0;0,0;0,0;112,0;0,0;16,0;95,0;0,0;0,0;0,0;0,0;0,0;0,0;80,0
Werra-Meißner-Kreis, Landkreis;81612,0;61800,0;1252,0;60548,0;16963,0;25646,0;3822,0;2864,0;0,0;3353,0;6478,0;0,0;0,0;1422,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1414,0;60386,0;17356,0;20318,0;4466,0;4215,0;0,0;4854,0;6791,0;203,0;206,0;646,0;481,0;80,0;421,0;0,0;0,0;0,0;14,0;11,0;0,0;0,0;0,0;0,0;0,0;126,0;0,0;21,0;105,0;0,0;0,0;0,0;0,0;0,0;0,0;72,0
Koblenz, kreisfreie Stadt;84958,0;63987,0;937,0;63050,0;23774,0;19175,0;3637,0;4913,0;0,0;4340,0;4598,0;573,0;0,0;849,0;0,0;0,0;971,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;220,0;663,0;63324,0;22712,0;14354,0;5105,0;6253,0;0,0;7193,0;5316,0;397,0;88,0;545,0;0,0;147,0;919,0;0,0;0,0;0,0;17,0;0,0;0,0;0,0;0,0;0,0;0,0;102,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;176,0
Ahrweiler, Landkreis;101162,0;80230,0;982,0;79248,0;34940,0;19463,0;3629,0;4656,0;0,0;8263,0;6282,0;689,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1326,0;777,0;79453,0;33243,0;16190,0;4520,0;5723,0;0,0;10353,0;6997,0;313,0;251,0;596,0;0,0;221,0;659,0;0,0;0,0;0,0;16,0;0,0;0,0;0,0;0,0;0,0;0,0;169,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;202,0
Altenkirchen (Westerwald), Landkreis;100773,0;75957,0;1218,0;74739,0;32178,0;20367,0;4058,0;4116,0;0,0;5134,0;7274,0;0,0;0,0;1527,0;0,0;0,0;0,0;0,0;0,0;0,0;85,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;822,0;75135,0;29170,0;19147,0;4750,0;3962,0;0,0;7488,0;8213,0;304,0;225,0;833,0;0,0;178,0;555,0;0,0;0,0;0,0;40,0;0,0;0,0;0,0;0,0;0,0;0,0;118,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;152,0
Bad Kreuznach, Landkreis;120430,0;92279,0;1344,0;90935,0;34115,0;28189,0;4845,0;4841,0;0,0;5835,0;9771,0;0,0;0,0;2687,0;0,0;652,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1036,0;91243,0;31286,0;24429,0;6032,0;6294,0;0,0;9219,0;10544,0;333,0;213,0;1309,0;0,0;298,0;890,0;0,0;0,0;0,0;23,0;0,0;0,0;0,0;0,0;0,0;0,0;157,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;216,0
Birkenfeld, Landkreis;64742,0;47629,0;770,0;46859,0;16860,0;15184,0;2765,0;1909,0;0,0;3507,0;5143,0;0,0;0,0;942,0;0,0;549,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;661,0;46968,0;15903,0;13477,0;3461,0;2335,0;0,0;4435,0;5654,0;154,0;153,0;601,0;0,0;194,0;426,0;0,0;0,0;0,0;8,0;0,0;0,0;0,0;0,0;0,0;0,0;65,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;102,0
Cochem-Zell, Landkreis;48925,0;38411,0;982,0;37429,0;18991,0;8151,0;1619,0;1705,0;0,0;3123,0;2976,0;0,0;0,0;645,0;0,0;219,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;572,0;37839,0;17743,0;7927,0;1871,0;1843,0;0,0;4165,0;3226,0;103,0;73,0;338,0;0,0;85,0;315,0;0,0;0,0;0,0;5,0;0,0;0,0;0,0;0,0;0,0;0,0;57,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;88,0
Mayen-Koblenz, Landkreis;166711,0;127838,0;1748,0;126090,0;54392,0;36071,0;5603,0;6897,0;0,0;8325,0;11688,0;888,0;0,0;1105,0;0,0;0,0;458,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;663,0;1358,0;126480,0;50805,0;30647,0;7222,0;8083,0;0,0;13116,0;12783,0;523,0;264,0;1175,0;0,0;236,0;1120,0;0,0;0,0;0,0;32,0;0,0;0,0;0,0;0,0;0,0;0,0;174,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;300,0
Neuwied, Landkreis;138511,0;105650,0;2184,0;103466,0;44755,0;30629,0;5463,0;5333,0;0,0;5764,0;9680,0;0,0;0,0;1758,0;0,0;0,0;0,0;0,0;0,0;0,0;84,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1725,0;103925,0;39187,0;26300,0;6588,0;6776,0;0,0;10583,0;11060,0;422,0;255,0;1149,0;0,0;196,0;940,0;0,0;0,0;0,0;46,0;0,0;0,0;0,0;0,0;0,0;0,0;179,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;244,0
Rhein-Hunsrück-Kreis, Landkreis;80985,0;63325,0;1092,0;62233,0;25421,0;17208,0;3515,0;3196,0;0,0;5641,0;5540,0;0,0;0,0;1227,0;0,0;485,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;813,0;62512,0;24201,0;15142,0;4126,0;3735,0;0,0;6897,0;6135,0;248,0;164,0;749,0;0,0;263,0;581,0;0,0;0,0;0,0;14,0;0,0;0,0;0,0;0,0;0,0;0,0;103,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;154,0
Rhein-Lahn-Kreis, Landkreis;95682,0;74371,0;1889,0;72482,0;28436,0;23232,0;4763,0;3822,0;0,0;5453,0;2690,0;176,0;0,0;3557,0;0,0;0,0;294,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;59,0;844,0;73527,0;24515,0;20672,0;4720,0;4926,0;0,0;7495,0;8029,0;342,0;155,0;1325,0;0,0;136,0;810,0;0,0;0,0;0,0;22,0;0,0;0,0;0,0;0,0;0,0;0,0;181,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;199,0
Westerwaldkreis, Landkreis;154218,0;119834,0;3403,0;116431,0;52785,0;33092,0;7949,0;5826,0;0,0;10875,0;0,0;0,0;0,0;5904,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1241,0;118593,0;46872,0;27835,0;6860,0;6994,0;0,0;13095,0;12839,0;477,0;330,0;1565,0;0,0;204,0;1004,0;0,0;0,0;0,0;22,0;0,0;0,0;0,0;0,0;0,0;0,0;191,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;305,0
Trier, kreisfreie Stadt;80382,0;60103,0;688,0;59415,0;19460,0;20128,0;4898,0;5328,0;0,0;3433,0;4096,0;0,0;85,0;441,0;0,0;0,0;1099,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;447,0;497,0;59606,0;19358,0;14163,0;6499,0;7269,0;0,0;5650,0;4624,0;284,0;83,0;342,0;0,0;171,0;841,0;0,0;0,0;0,0;19,0;0,0;0,0;0,0;0,0;0,0;0,0;135,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;168,0
Bernkastel-Wittlich, Landkreis;86614,0;67575,0;1236,0;66339,0;30397,0;16499,0;3953,0;1564,0;0,0;5299,0;4995,0;0,0;0,0;2730,0;0,0;902,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;792,0;66783,0;28285,0;14629,0;4225,0;4060,0;0,0;7398,0;5605,0;229,0;141,0;1074,0;0,0;297,0;533,0;0,0;0,0;0,0;21,0;0,0;0,0;0,0;0,0;0,0;0,0;117,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;169,0
Eifelkreis Bitburg-Prüm, Landkreis;72690,0;55672,0;1256,0;54416,0;27870,0;14829,0;2581,0;0,0;0,0;3774,0;3511,0;0,0;0,0;1353,0;0,0;498,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1062,0;54610,0;24001,0;12684,0;3024,0;3502,0;0,0;5510,0;4046,0;138,0;106,0;821,0;0,0;176,0;418,0;0,0;0,0;0,0;11,0;0,0;0,0;0,0;0,0;0,0;0,0;68,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;105,0
Vulkaneifel, Landkreis;48142,0;37415,0;622,0;36793,0;19636,0;8807,0;2158,0;0,0;0,0;2410,0;2652,0;0,0;0,0;713,0;0,0;417,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;407,0;37008,0;16967,0;7672,0;2330,0;2057,0;0,0;3842,0;3042,0;123,0;54,0;353,0;0,0;147,0;287,0;0,0;0,0;0,0;5,0;0,0;0,0;0,0;0,0;0,0;0,0;54,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;75,0
Trier-Saarburg, Landkreis;112464,0;91448,0;1525,0;89923,0;37151,0;30155,0;4944,0;4317,0;0,0;4477,0;6318,0;0,0;128,0;1176,0;0,0;0,0;770,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;487,0;1173,0;90275,0;36524,0;22787,0;6435,0;6243,0;0,0;8191,0;7302,0;321,0;159,0;1076,0;0,0;167,0;749,0;0,0;0,0;0,0;18,0;0,0;0,0;0,0;0,0;0,0;0,0;110,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;193,0
Frankenthal (Pfalz), kreisfreie Stadt;33743,0;24859,0;431,0;24428,0;8467,0;6952,0;1631,0;1251,0;0,0;1716,0;3786,0;0,0;0,0;562,0;0,0;0,0;0,0;0,0;0,0;0,0;63,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;385,0;24474,0;7949,0;5617,0;1852,0;1659,0;0,0;2426,0;4041,0;108,0;101,0;311,0;0,0;39,0;226,0;0,0;0,0;0,0;27,0;0,0;0,0;0,0;0,0;0,0;0,0;53,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;65,0
Kaiserslautern, kreisfreie Stadt;72154,0;51414,0;821,0;50593,0;15342,0;16219,0;4299,0;3298,0;0,0;3105,0;6476,0;0,0;0,0;887,0;0,0;0,0;967,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;685,0;50729,0;14266,0;12704,0;4794,0;4432,0;0,0;5247,0;6937,0;284,0;219,0;639,0;0,0;118,0;784,0;0,0;0,0;0,0;11,0;0,0;0,0;0,0;0,0;0,0;0,0;126,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;168,0
Landau in der Pfalz, kreisfreie Stadt;35852,0;27832,0;320,0;27512,0;9160,0;7865,0;1816,0;3649,0;0,0;1502,0;2508,0;0,0;0,0;1012,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;263,0;27569,0;8386,0;5830,0;2567,0;3951,0;0,0;2769,0;2762,0;158,0;60,0;432,0;0,0;86,0;364,0;0,0;0,0;0,0;14,0;0,0;0,0;0,0;0,0;0,0;0,0;85,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;105,0
Ludwigshafen am Rhein, kreisfreie Stadt;102805,0;72283,0;1420,0;70863,0;20114,0;24679,0;4402,0;3729,0;0,0;4964,0;10853,0;0,0;0,0;1881,0;0,0;0,0;0,0;0,0;0,0;0,0;241,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1332,0;70951,0;19582,0;19289,0;5274,0;5134,0;0,0;6487,0;11583,0;556,0;320,0;1083,0;0,0;139,0;940,0;0,0;0,0;0,0;117,0;0,0;0,0;0,0;0,0;0,0;0,0;229,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;218,0
Mainz, kreisfreie Stadt;147529,0;119273,0;1281,0;117992,0;39210,0;33791,0;8610,0;14626,0;0,0;7868,0;7608,0;929,0;0,0;1098,0;0,0;1807,0;2033,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;107,0;0,0;305,0;928,0;118345,0;36376,0;25349,0;11591,0;17958,0;0,0;13090,0;8677,0;760,0;110,0;736,0;0,0;1298,0;1689,0;0,0;0,0;0,0;53,0;0,0;0,0;0,0;0,0;0,0;0,0;334,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;324,0
Neustadt an der Weinstraße, kreisfreie Stadt;40886,0;32257,0;627,0;31630,0;12677,0;7375,0;1373,0;2820,0;0,0;2316,0;3548,0;0,0;0,0;1384,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;43,0;0,0;0,0;0,0;0,0;94,0;0,0;0,0;466,0;31791,0;11292,0;6404,0;1854,0;3174,0;0,0;3463,0;3826,0;150,0;90,0;1039,0;0,0;89,0;269,0;0,0;0,0;0,0;13,0;0,0;0,0;0,0;0,0;0,0;0,0;60,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;68,0
Pirmasens, kreisfreie Stadt;31522,0;21562,0;478,0;21084,0;6790,0;6577,0;1525,0;678,0;0,0;1473,0;3150,0;0,0;231,0;340,0;0,0;0,0;320,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;415,0;21147,0;6602,0;5551,0;1697,0;839,0;0,0;2015,0;3411,0;119,0;244,0;266,0;0,0;31,0;269,0;0,0;0,0;0,0;7,0;0,0;0,0;0,0;0,0;0,0;0,0;36,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;60,0
Speyer, kreisfreie Stadt;36553,0;27898,0;444,0;27454,0;9777,0;7163,0;1820,0;2597,0;0,0;1827,0;3443,0;0,0;0,0;687,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;91,0;0,0;0,0;0,0;0,0;49,0;0,0;0,0;347,0;27551,0;8820,0;5938,0;2231,0;2962,0;0,0;2756,0;3726,0;116,0;64,0;410,0;0,0;70,0;301,0;0,0;0,0;0,0;15,0;0,0;0,0;0,0;0,0;0,0;0,0;63,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;79,0
Worms, kreisfreie Stadt;58753,0;43120,0;776,0;42344,0;16724,0;11651,0;2389,0;2564,0;0,0;2027,0;5714,0;0,0;168,0;569,0;0,0;195,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;31,0;0,0;0,0;0,0;0,0;0,0;0,0;312,0;670,0;42450,0;12995,0;10928,0;3027,0;3288,0;0,0;4075,0;6360,0;220,0;213,0;448,0;0,0;131,0;492,0;0,0;0,0;0,0;18,0;0,0;0,0;0,0;0,0;0,0;0,0;128,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;127,0
Zweibrücken, kreisfreie Stadt;26396,0;18880,0;325,0;18555,0;5860,0;5560,0;1469,0;1213,0;0,0;1226,0;2495,0;0,0;79,0;301,0;0,0;0,0;352,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;268,0;18612,0;5623,0;4899,0;1750,0;1115,0;0,0;1693,0;2704,0;100,0;87,0;207,0;0,0;50,0;281,0;0,0;0,0;0,0;6,0;0,0;0,0;0,0;0,0;0,0;0,0;29,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;68,0
Alzey-Worms, Landkreis;97517,0;78744,0;1183,0;77561,0;31370,0;21656,0;3733,0;4631,0;0,0;4491,0;9164,0;0,0;264,0;1381,0;0,0;476,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;57,0;0,0;0,0;0,0;0,0;0,0;0,0;338,0;993,0;77751,0;25007,0;20414,0;4737,0;5645,0;0,0;8058,0;10741,0;329,0;326,0;1077,0;0,0;320,0;685,0;0,0;0,0;0,0;28,0;0,0;0,0;0,0;0,0;0,0;0,0;169,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;215,0
Bad Dürkheim, Landkreis;105022,0;85257,0;1212,0;84045,0;34154,0;22883,0;3643,0;5415,0;0,0;5630,0;9745,0;0,0;0,0;2389,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;84,0;0,0;0,0;0,0;0,0;102,0;0,0;0,0;940,0;84317,0;29341,0;19803,0;4730,0;6643,0;0,0;9853,0;10418,0;372,0;309,0;1611,0;0,0;147,0;689,0;0,0;0,0;0,0;25,0;0,0;0,0;0,0;0,0;0,0;0,0;159,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;217,0
Donnersbergkreis, Landkreis;58490,0;44574,0;713,0;43861,0;13408,0;15618,0;2495,0;2065,0;0,0;2485,0;5532,0;0,0;0,0;1725,0;0,0;0,0;533,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;624,0;43950,0;13188,0;12466,0;2985,0;2768,0;0,0;4059,0;6007,0;230,0;239,0;1161,0;0,0;91,0;508,0;0,0;0,0;0,0;6,0;0,0;0,0;0,0;0,0;0,0;0,0;86,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;156,0
Germersheim, Landkreis;94287,0;73886,0;1003,0;72883,0;30841,0;17297,0;3162,0;4563,0;0,0;4471,0;10911,0;0,0;0,0;1638,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;845,0;73041,0;25268,0;15906,0;4284,0;4964,0;0,0;7586,0;11919,0;364,0;252,0;1219,0;0,0;199,0;694,0;0,0;0,0;0,0;30,0;0,0;0,0;0,0;0,0;0,0;0,0;142,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;214,0
Kaiserslautern, Landkreis;81619,0;63146,0;1365,0;61781,0;21823,0;18812,0;4072,0;2752,0;0,0;3474,0;7971,0;0,0;138,0;1988,0;0,0;0,0;751,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1273,0;61873,0;20740,0;16051,0;4447,0;3481,0;0,0;5281,0;8657,0;370,0;299,0;1476,0;0,0;123,0;655,0;0,0;0,0;0,0;6,0;0,0;0,0;0,0;0,0;0,0;0,0;95,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;192,0
Kusel, Landkreis;57338,0;44060,0;751,0;43309,0;14085,0;15134,0;3222,0;1732,0;0,0;1838,0;5495,0;0,0;0,0;1163,0;0,0;0,0;640,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;619,0;43441,0;12191,0;14055,0;3463,0;2188,0;0,0;3266,0;6063,0;181,0;229,0;990,0;0,0;64,0;555,0;0,0;0,0;0,0;14,0;0,0;0,0;0,0;0,0;0,0;0,0;84,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;98,0
Südliche Weinstraße, Landkreis;87494,0;70651,0;1035,0;69616,0;28587,0;19062,0;3040,0;5288,0;0,0;4236,0;7513,0;0,0;0,0;1890,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;854,0;69797,0;25655,0;15557,0;4124,0;5873,0;0,0;7205,0;8510,0;274,0;225,0;1163,0;0,0;177,0;648,0;0,0;0,0;0,0;21,0;0,0;0,0;0,0;0,0;0,0;0,0;164,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;201,0
Rhein-Pfalz-Kreis, Landkreis;117136,0;95738,0;1256,0;94482,0;35483,0;25720,0;4317,0;6044,0;0,0;7191,0;12327,0;0,0;0,0;3189,0;0,0;0,0;0,0;0,0;0,0;0,0;108,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;43,0;0,0;0,0;0,0;0,0;60,0;0,0;0,0;1028,0;94710,0;33649,0;20665,0;5210,0;7438,0;0,0;10587,0;13117,0;450,0;342,0;1647,0;0,0;201,0;910,0;0,0;0,0;0,0;60,0;0,0;0,0;0,0;0,0;0,0;0,0;149,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;285,0
Mainz-Bingen, Landkreis;158824,0;131190,0;1592,0;129598,0;52916,0;33655,0;6711,0;11144,0;0,0;9485,0;10958,0;575,0;79,0;1750,0;0,0;907,0;930,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;22,0;0,0;0,0;0,0;0,0;130,0;0,0;336,0;1192,0;129998,0;46056,0;29983,0;8604,0;12973,0;0,0;14928,0;12735,0;666,0;255,0;1290,0;0,0;711,0;1243,0;0,0;0,0;0,0;25,0;0,0;0,0;0,0;0,0;0,0;0,0;212,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;317,0
